league,matchid,inningsno,bowlingteam,bowlername,overs,maidens,runsconceded,wickets,econ
200,3545,1,INDIANA PAINTS TEAM (SMDL 2.0),Karan Khushalani,4.0,0.0,23.0,1.0,5.75
200,3545,1,INDIANA PAINTS TEAM (SMDL 2.0),Vikas Linga,1.0,0.0,12.0,0.0,12.0
200,3545,1,INDIANA PAINTS TEAM (SMDL 2.0),Arun Madhu,3.0,0.0,19.0,2.0,6.33
200,3545,1,INDIANA PAINTS TEAM (SMDL 2.0),Gautam Parolia,1.4,0.0,10.0,1.0,6.0
200,3545,2,SPORTSTERS (SMDL 2.0),Hitesh Bhayani,2.0,0.0,11.0,0.0,5.5
200,3545,2,SPORTSTERS (SMDL 2.0),Jitendra Singh,2.0,0.0,16.0,0.0,8.0
200,3545,2,SPORTSTERS (SMDL 2.0),Suchit Shah,3.0,0.0,28.0,1.0,9.33
200,3545,2,SPORTSTERS (SMDL 2.0),Mehul Shah,1.1,0.0,16.0,0.0,13.71
200,3545,2,SPORTSTERS (SMDL 2.0),Umesh Mehra,2.0,0.0,21.0,0.0,10.5
200,3545,2,SPORTSTERS (SMDL 2.0),Shagun Shah,2.0,0.0,13.0,1.0,6.5
200,3545,2,SPORTSTERS (SMDL 2.0),Partho Bakshi,1.0,0.0,18.0,1.0,18.0
